admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,Arhuaco,Malayo,Barí,Coconucan,Pijao,Awa-Cuaiquer,Cubeo,Curripaco,Embera,Guambiano,Cañamomo,Inga,Camsa,Kogi,Chibcha,Paéz,Piapoco,Puinave,Pasto,Saliba,Guahibo,Totoro,Ticuna,Tunebo,Woun Meu,Guajiro,Ocaina,Napo Lowland Quechua,Yukpa,Embera-Catio,Mokana,Kamkuamo,Spanish,English,French,Italian,German,Other,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+lang+pct+iso639-3_arh,#indicator+lang+pct+iso639-3_mbp,#indicator+lang+pct+iso639-3_mot,#indicator+lang+pct+iso639-3_cca,#indicator+lang+pct+iso639-3_pij,#indicator+lang+pct+iso639-3_kwi,#indicator+lang+pct+iso639-3_cub,#indicator+lang+pct+iso639-3_kpc,#indicator+lang+pct+iso639-3_emp,#indicator+lang+pct+iso639-3_gum,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ing,#indicator+lang+pct+iso639-3_kbh,#indicator+lang+pct+iso639-3_kog,#indicator+lang+pct+iso639-3_chb,#indicator+lang+pct+iso639-3_pbb,#indicator+lang+pct+iso639-3_pio,#indicator+lang+pct+iso639-3_pui,#indicator+lang+pct+iso639-3_bpb,#indicator+lang+pct+iso639-3_slc,#indicator+lang+pct+iso639-3_guh,#indicator+lang+pct+iso639-3_ttk,#indicator+lang+pct+iso639-3_tca,#indicator+lang+pct+iso639-3_tnd,#indicator+lang+pct+iso639-3_noa,#indicator+lang+pct+iso639-3_guc,#indicator+lang+pct+iso639-3_oca,#indicator+lang+pct+iso639-3_qvo,#indicator+lang+pct+iso639-3_yup,#indicator+lang+pct+iso639-3_cto,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_spa,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_ita,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age3up,#population+m+pct+literate+age3up,#population+f+pct+literate+age3up,#meta+data+bool,#meta+confidence,#meta+text
"Bahía Solano, Bojaya, Juradó","CO27075,CO25099,CO27372,","Chocó,Cundinamarca","CO27,CO25",Colombia,CO,7,Spanish,0.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.932,0.000,0.000,0.000,0.000,0.000,20082,10417,9666,0.646,0.674,0.615,Yes,Medium,
Neiva,CO41001,Huila,CO41,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.027,0.003,0.000,0.000,0.011,312819,148095,164726,0.887,0.882,0.892,Yes,Medium,
"Palestina, Pitalito, Timaná","CO41530,CO41551,CO41807,",Huila,CO41,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.021,130505,64439,66066,0.820,0.814,0.825,Yes,Medium,
Garzón,CO41298,Huila,CO41,Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,67196,33688,33509,0.831,0.812,0.850,Yes,Medium,
"Pital, La Plata","CO41548,CO41396",Huila,CO41,Colombia,CO,7,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.063,63915,32709,31207,0.799,0.791,0.806,Yes,Medium,
"Aipe, Baraya, Colombia, Tello, Villavieja","CO41016,CO41078,CO41206,CO41799,CO41872",Huila,CO41,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,56566,29456,27111,0.784,0.768,0.802,Yes,Medium,
"Rivera, Palermo, Teruel","CO41615,CO41524,CO41801,",Huila,CO41,Colombia,CO,7,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.026,56005,28799,27207,0.800,0.784,0.817,Yes,Medium,
"Agrado, Altamira, Guadalupe, Suaza","CO41013,CO41026,CO68320,CO41770","Santander,Huila","CO68,CO41",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,42790,22022,20769,0.805,0.793,0.819,Yes,Medium,
Gigante,CO41306,Huila,CO41,Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32091,16559,15532,0.785,0.776,0.795,Yes,Medium,
Campoalegre,CO05134,Antioquia,CO05,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32055,15964,16092,0.787,0.770,0.805,Yes,Medium,
San Agustín,CO41668,Huila,CO41,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,29281,14942,14339,0.816,0.820,0.812,Yes,Medium,
"Algeciras, Hobo","CO41020,CO41349",Huila,CO41,Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,28184,14416,13769,0.712,0.695,0.729,Yes,Medium,
"Elías, Oporapa, Tarqui","CO13248,CO41503,CO41791,","Bolívar,Huila","CO13,CO41",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,27998,14584,13415,0.803,0.794,0.813,Yes,Medium,
"Nátaga, Paicol, Tesalia, Yaguará","CO41483,CO41518,CO41797,CO41885",Huila,CO41,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,26772,13818,12954,0.817,0.804,0.832,Yes,Medium,
Acevedo,CO41006,Huila,CO41,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,25692,13568,12125,0.774,0.775,0.772,Yes,Medium,
Isnos,CO41359,Huila,CO41,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23544,12185,11359,0.800,0.807,0.792,Yes,Medium,
"La Argentina, Saladoblanco","CO41378,CO41660",Huila,CO41,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,22124,11355,10770,0.782,0.763,0.803,Yes,Medium,
"Iquira, Santa María","CO52356,CO41676","Nariño,Huila","CO52,CO41",Colombia,CO,6,Spanish,0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.996,0.000,0.000,0.000,0.000,0.069,20273,10487,9786,0.817,0.812,0.822,Yes,Medium,
"Riohacha, Albania, Dibulla, Maicao","CO44001,CO68020,CO44090,CO44430","La Guajira,Santander","CO44,CO68",Colombia,CO,8,Spanish,0.939,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.939,0.009,0.000,0.000,0.000,0.062,253976,125738,128230,0.661,0.654,0.669,Yes,Medium,
"Manaure, Uribia","CO44560,CO44847",La Guajira,CO44,Colombia,CO,7,Guajiro,0.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.731,0.000,0.000,0.000,0.000,0.000,0.000,0.652,0.000,0.000,0.000,0.000,0.248,168973,83730,85237,0.289,0.293,0.285,Yes,Medium,
"El Molino, La Jagua del Pilar, Urumita, Villanueva","CO44110,CO44420,CO44855,CO85440","La Guajira,Casanare","CO44,CO85",Colombia,CO,7,Spanish,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.000,0.000,0.000,0.000,0.051,42394,21721,20674,0.732,0.725,0.740,Yes,Medium,
"Barrancas, Hatonuevo","CO44078,CO44378",La Guajira,CO44,Colombia,CO,7,Spanish,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.223,0.000,0.000,0.000,0.000,0.000,0.000,0.988,0.000,0.000,0.000,0.000,0.112,38526,19531,18996,0.732,0.725,0.740,Yes,Medium,
"Distracción, Fonseca","CO44098,CO44279",La Guajira,CO44,Colombia,CO,8,Spanish,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.000,0.000,0.000,0.000,0.074,35589,17853,17737,0.768,0.755,0.781,Yes,Medium,
San Juan del Cesar,CO70702,Sucre,CO70,Colombia,CO,8,Spanish,1.000,0.000,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.038,28725,14162,14563,0.772,0.757,0.787,Yes,Medium,
"Algarrobo, Ariguaní, Cerro San Antonio, Concordia, El Piñon, El Retén, Chibolo, Aracataca, Fundación, Nueva Granada, Pedraza, Pijiño del Carmen, Pivijay, Plato, Remolino, Sabanas de San Angel, Salamina, San Zenón, Santa Ana, Santa Bárbara de Pinto, Tenerife, Zapayán","CO47030,CO47058,CO47161,CO47205,CO68250,CO47268,CO25175,CO47053,CO47288,CO47460,CO47541,CO47545,CO47551,CO47555,CO47605,CO85300,CO47675,CO66687,CO47707,CO47720,CO47798,CO47960","Magdalena,Santander,Cundinamarca,Casanare,Risaralda","CO47,CO68,CO25,CO85,CO66",Colombia,CO,6,Spanish,0.998,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.003,0.000,0.000,0.000,0.014,409737,214307,195432,0.708,0.680,0.739,Yes,Medium,
Santa Marta,CO47001,Magdalena,CO47,Colombia,CO,8,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.029,0.006,0.003,0.003,0.015,387696,185814,201880,0.876,0.872,0.879,Yes,Medium,
"Ciénaga, Zona Bananera","CO47189,CO47980",Magdalena,CO47,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.006,0.000,0.000,0.000,0.012,156266,78732,77533,0.796,0.784,0.807,Yes,Medium,
El Banco,CO47245,Magdalena,CO47,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.027,54242,27386,26856,0.743,0.738,0.748,Yes,Medium,
"Guamal, San Sebastián de Buenavista","CO50318,CO47692","Meta,Magdalena","CO50,CO47",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,42267,22315,19953,0.761,0.752,0.771,Yes,Medium,
Sitionuevo,CO47745,Magdalena,CO47,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,27118,14630,12489,0.631,0.599,0.669,Yes,Medium,
Puebloviejo,CO47570,Magdalena,CO47,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,26143,13673,12470,0.685,0.657,0.717,Yes,Medium,
Villavicencio,CO50001,Meta,CO50,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.025,0.005,0.004,0.003,0.008,377117,180858,196257,0.892,0.889,0.896,Yes,Medium,
"Cubarral, Mapiripán, Puerto Concordia, Puerto Gaitán, Puerto Rico, San Martín, Vistahermosa","CO50223,CO50325,CO50450,CO50568,CO50590,CO50689,CO50711",Meta,CO50,Colombia,CO,8,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.023,67593,35034,32560,0.756,0.747,0.766,Yes,Medium,
"El Castillo, El Dorado, Granada","CO50251,CO50270,CO50313,",Meta,CO50,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,55581,27667,27914,0.848,0.840,0.857,Yes,Medium,
Acacías,CO50006,Meta,CO50,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.051,51973,25483,26491,0.869,0.867,0.871,Yes,Medium,
"Barranca de Upía, Cumaral, El Calvario, Restrepo, San Juanito","CO50110,CO50226,CO50245,CO76606,CO50686","Valle del Cauca,Meta","CO76,CO50",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32400,16241,16160,0.844,0.850,0.839,Yes,Medium,
"Mesetas, La Macarena, Uribe, Lejanías, San Juan de Arama","CO50330,CO50350,CO50370,CO50400,CO50683",Meta,CO50,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,31678,16639,15039,0.767,0.760,0.776,Yes,Medium,
"Cabuyaro, Puerto López","CO50124,CO50573",Meta,CO50,Colombia,CO,7,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,30477,15777,14701,0.814,0.800,0.828,Yes,Medium,
"Castilla La Nueva, Guamal, San Carlos de Guaroa","CO50150,CO50318,CO50680,",Meta,CO50,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,22583,11382,11201,0.844,0.832,0.857,Yes,Medium,
"Fuente de Oro, Puerto Lleras","CO50287,CO50577",Meta,CO50,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,21224,11517,9707,0.796,0.782,0.812,Yes,Medium,
"Nariño, Pasto, Chachagüí","CO52480,CO52001,CO52240,",Nariño,CO52,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.023,0.003,0.000,0.000,0.010,395160,186124,209036,0.878,0.875,0.880,Yes,Medium,
"Francisco Pizarro, San Andres de Tumaco","CO52520,CO23670","Nariño,Córdoba","CO52,CO23",Colombia,CO,7,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.026,171359,85875,85480,0.721,0.702,0.738,Yes,Medium,
Ipiales,CO52356,Nariño,CO52,Colombia,CO,6,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.018,104014,50144,53869,0.850,0.862,0.838,Yes,Medium,
"Roberto Payán, Barbacoas, La Llanada, Los Andes, Magüi","CO52621,CO52079,CO52385,CO52418,CO13430","Nariño,Bolívar","CO52,CO13",Colombia,CO,6,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.000,68271,34886,33386,0.600,0.606,0.594,Yes,Medium,
"Samaniego, Santacruz, Sapuyes","CO52678,CO13673,CO52720,","Nariño,Bolívar","CO52,CO13",Colombia,CO,7,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,63577,32449,31130,0.746,0.750,0.742,Yes,Medium,
"Providencia, Túquerres","CO88564,CO52838","Archipiélago de San Andrés, Providencia y Santa Catalina,Nariño","CO88,CO52",Colombia,CO,6,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.029,52153,25591,26562,0.824,0.830,0.818,Yes,Medium,
"Taminango, El Tambo, Linares, El Peñol","CO52786,CO52260,CO52411,CO52254",Nariño,CO52,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,48381,24681,23702,0.807,0.815,0.798,Yes,Medium,
"Santa Bárbara, La Tola, El Charco","CO68705,CO68385,CO52250,","Santander,Nariño","CO68,CO52",Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.026,40461,20927,19535,0.579,0.583,0.575,Yes,Medium,
"Policarpa, Leiva, Cumbitara, El Rosario","CO52540,CO52405,CO52233,CO52256",Nariño,CO52,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,37111,19229,17883,0.788,0.793,0.782,Yes,Medium,
"Buesaco, El Tablón de Gómez","CO52110,CO52258",Nariño,CO52,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.037,35084,17544,17540,0.767,0.782,0.752,Yes,Medium,
"San Bernardo, Albán","CO52685,CO52019",Nariño,CO52,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,34351,17902,16449,0.796,0.799,0.793,Yes,Medium,
