admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,Arhuaco,Malayo,Barí,Coconucan,Pijao,Awa-Cuaiquer,Cubeo,Curripaco,Embera,Guambiano,Cañamomo,Inga,Camsa,Kogi,Chibcha,Paéz,Piapoco,Puinave,Pasto,Saliba,Guahibo,Totoro,Ticuna,Tunebo,Woun Meu,Guajiro,Ocaina,Napo Lowland Quechua,Yukpa,Embera-Catio,Mokana,Kamkuamo,Spanish,English,French,Italian,German,Other,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+lang+pct+iso639-3_arh,#indicator+lang+pct+iso639-3_mbp,#indicator+lang+pct+iso639-3_mot,#indicator+lang+pct+iso639-3_cca,#indicator+lang+pct+iso639-3_pij,#indicator+lang+pct+iso639-3_kwi,#indicator+lang+pct+iso639-3_cub,#indicator+lang+pct+iso639-3_kpc,#indicator+lang+pct+iso639-3_emp,#indicator+lang+pct+iso639-3_gum,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ing,#indicator+lang+pct+iso639-3_kbh,#indicator+lang+pct+iso639-3_kog,#indicator+lang+pct+iso639-3_chb,#indicator+lang+pct+iso639-3_pbb,#indicator+lang+pct+iso639-3_pio,#indicator+lang+pct+iso639-3_pui,#indicator+lang+pct+iso639-3_bpb,#indicator+lang+pct+iso639-3_slc,#indicator+lang+pct+iso639-3_guh,#indicator+lang+pct+iso639-3_ttk,#indicator+lang+pct+iso639-3_tca,#indicator+lang+pct+iso639-3_tnd,#indicator+lang+pct+iso639-3_noa,#indicator+lang+pct+iso639-3_guc,#indicator+lang+pct+iso639-3_oca,#indicator+lang+pct+iso639-3_qvo,#indicator+lang+pct+iso639-3_yup,#indicator+lang+pct+iso639-3_cto,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_spa,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_ita,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age3up,#population+m+pct+literate+age3up,#population+f+pct+literate+age3up,#meta+data+bool,#meta+confidence,#meta+text
"Cartagena, Turbaco","CO05150,CO13836","Antioquia,Bolívar","CO05,CO13",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.034,0.005,0.003,0.002,0.007,926696,444145,482575,0.870,0.863,0.877,Yes,Medium,
Magangué,CO13430,Bolívar,CO13,Colombia,CO,5,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.019,120604,60356,60248,0.785,0.774,0.795,Yes,Medium,
"Cicuco, Talaigua Nuevo, El Peñón, Hatillo de Loba, Mompós, San Fernando, San Martín de Loba","CO13188,CO13780,CO68250,CO13300,CO13468,CO13650,CO13667","Bolívar,Santander","CO13,CO68",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.018,106364,55060,51301,0.728,0.713,0.743,Yes,Medium,
Malambo,CO08433,Atlántico,CO08,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.020,98618,48870,49749,0.866,0.849,0.883,Yes,Medium,
"Polonuevo, Sabanalarga","CO08558,CO85300","Atlántico,Casanare","CO08,CO85",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.013,86022,43482,42540,0.808,0.789,0.827,Yes,Medium,
"Luruaco, Clemencia, Santa Catalina, Santa Rosa, Villanueva","CO08421,CO13222,CO13673,CO19701,CO85440","Atlántico,Bolívar,Cauca,Casanare","CO08,CO13,CO19,CO85",Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,81748,42307,39441,0.746,0.723,0.771,Yes,Medium,
"Arjona, Turbaná","CO13052,CO13838",Bolívar,CO13,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.020,73770,36981,36790,0.793,0.774,0.813,Yes,Medium,
El Carmen de Bolívar,CO13244,Bolívar,CO13,Colombia,CO,2,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,56501,29538,26965,0.683,0.668,0.699,Yes,Medium,
"Arroyohondo, Calamar, Mahates","CO13062,CO95015,CO13433,","Bolívar,Guaviare","CO13,CO95",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.020,53083,27669,25414,0.740,0.717,0.766,Yes,Medium,
Baranoa,CO08078,Atlántico,CO08,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,49964,25079,24885,0.872,0.866,0.878,Yes,Medium,
"Margarita, Pinillos, Tiquisio","CO13440,CO13549,CO13810,",Bolívar,CO13,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,49240,27047,22194,0.681,0.662,0.705,Yes,Medium,
María La Baja,CO13442,Bolívar,CO13,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,45398,23623,21775,0.680,0.655,0.707,Yes,Medium,
"Simití, Santa Rosa del Sur","CO13744,CO13688",Bolívar,CO13,Colombia,CO,3,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,43365,23424,19942,0.761,0.757,0.766,Yes,Medium,
"Suan, Campo de la Cruz, Santa Lucía","CO08770,CO08137,CO08675,",Atlántico,CO08,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,40769,20622,20147,0.784,0.766,0.803,Yes,Medium,
"Arenal, Morales, Regidor, Río Viejo","CO13042,CO19473,CO13580,CO27615","Bolívar,Cauca,Chocó,","CO13,CO19,CO27",Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,38837,20834,18004,0.725,0.716,0.735,Yes,Medium,
"El Guamo, San Juan Nepomuceno","CO13248,CO50686","Bolívar,Meta","CO13,CO50",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,38501,20293,18209,0.722,0.696,0.752,Yes,Medium,
"Juan de Acosta, Piojó, Tubará, Usiacurí","CO08372,CO08549,CO08832,CO08849",Atlántico,CO08,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,37882,19909,17974,0.835,0.817,0.854,Yes,Medium,
"Manatí, Repelón","CO08436,CO08606",Atlántico,CO08,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,35055,18016,17040,0.775,0.755,0.796,Yes,Medium,
"Achí, Montecristo, San Jacinto del Cauca","CO13006,CO13458,CO13655,",Bolívar,CO13,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,34861,18630,16232,0.694,0.678,0.713,Yes,Medium,
"Cantagallo, San Pablo","CO13160,CO52693","Bolívar,Nariño","CO13,CO52",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,33882,17765,16117,0.715,0.702,0.729,Yes,Medium,
"San Cristóbal, Soplaviento, San Estanislao","CO13620,CO13760,CO13647,",Bolívar,CO13,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,31690,15990,15701,0.807,0.782,0.831,Yes,Medium,
Galapa,CO08296,Atlántico,CO08,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,31009,15662,15347,0.837,0.830,0.845,Yes,Medium,
"Candelaria, Ponedera","CO76130,CO08560","Valle del Cauca,Atlántico","CO76,CO08",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,29269,15235,14034,0.742,0.719,0.768,Yes,Medium,
Sabanagrande,CO08634,Atlántico,CO08,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,25048,12749,12300,0.864,0.854,0.874,Yes,Medium,
"Altos del Rosario, Barranco de Loba","CO13030,CO13074",Bolívar,CO13,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,24207,12928,11280,0.669,0.654,0.686,Yes,Medium,
"Córdoba, Zambrano","CO63212,CO13894","Quindio,Bolívar","CO63,CO13",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23142,12278,10865,0.675,0.648,0.706,Yes,Medium,
Santo Tomás,CO08685,Atlántico,CO08,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,23007,11400,11608,0.871,0.853,0.889,Yes,Medium,
Palmar de Varela,CO08520,Atlántico,CO08,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,22594,11420,11174,0.855,0.844,0.866,Yes,Medium,
San Jacinto,CO13654,Bolívar,CO13,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,21043,10902,10142,0.771,0.764,0.778,Yes,Medium,
"Bogotá, DC","CO54099,CO76233","Norte de Santander,Valle del Cauca","CO54,CO76",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.078,0.013,0.006,0.005,0.012,6737292,3212170,3525112,0.902,0.897,0.905,Yes,Medium,
"Motavita, Oicatá, Tunja, Chivatá, Cucaita, Chíquiza, Sora, Soracá","CO15476,CO15500,CO15001,CO15187,CO15224,CO15232,CO15762,CO15764",Boyacá,CO15,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.040,0.007,0.000,0.000,0.013,181946,86335,95610,0.881,0.881,0.881,Yes,Medium,
Sogamoso,CO15759,Boyacá,CO15,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.031,0.000,0.000,0.000,0.010,112522,52805,59717,0.904,0.909,0.900,Yes,Medium,
Duitama,CO15238,Boyacá,CO15,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.028,0.000,0.000,0.000,0.017,103502,49243,54261,0.911,0.913,0.909,Yes,Medium,
Yopal,CO85001,Casanare,CO85,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.013,0.000,0.000,0.000,0.012,100705,49177,51528,0.876,0.878,0.875,Yes,Medium,
"Cómbita, Cuítiva, Firavitoba, Iza, Siachoque, Sotaquirá, Toca, Tuta, Viracachá","CO15204,CO15226,CO15272,CO15362,CO15740,CO15763,CO15814,CO15837,CO15879,",Boyacá,CO15,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.023,56877,28586,28292,0.833,0.846,0.819,Yes,Medium,
Chiquinquirá,CO15176,Boyacá,CO15,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,52780,24599,28181,0.881,0.886,0.877,Yes,Medium,
Puerto Boyacá,CO15572,Boyacá,CO15,Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,47744,23904,23841,0.790,0.784,0.796,Yes,Medium,
"Garagoa, Guateque, Guayatá, Somondoco, Sutatenza, Tenza","CO15299,CO15322,CO15325,CO15761,CO15778,CO15798,",Boyacá,CO15,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,42177,20757,21420,0.845,0.853,0.838,Yes,Medium,
"Briceño, Saboyá, Santa Sofía, Arcabuco, Caldas, Coper, Buenavista, Gachantivá","CO15106,CO15632,CO19698,CO15051,CO15131,CO15212,CO70110,CO15293","Boyacá,Cauca,Sucre,","CO15,CO19,CO70",Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,39074,19948,19127,0.797,0.809,0.784,Yes,Medium,
"Samacá, Turmequé, Ventaquemada","CO15646,CO15835,CO15861,",Boyacá,CO15,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,38475,19358,19117,0.841,0.859,0.822,Yes,Medium,
"Ráquira, Sáchica, San Miguel de Sema, Villa de Leyva, Sutamarchán, Tinjacá","CO15600,CO15638,CO15676,CO15407,CO15776,CO15808,",Boyacá,CO15,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,36361,18452,17910,0.827,0.836,0.818,Yes,Medium,
"Maripí, Muzo, Quípama, San Pablo de Borbur, La Victoria","CO15442,CO15480,CO15580,CO15681,CO68385","Boyacá,Santander","CO15,CO68",Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,36346,19669,16677,0.767,0.769,0.765,Yes,Medium,
"Mongua, Monguí, Sativasur, Chita, Tópaga, Socotá","CO15464,CO15466,CO15723,CO15183,CO15820,CO15755,",Boyacá,CO15,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,35622,17724,17898,0.803,0.822,0.786,Yes,Medium,
"Villanueva, Monterrey, Sabanalarga","CO85440,CO85162,CO85300,",Casanare,CO85,Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,34787,17323,17464,0.842,0.843,0.841,Yes,Medium,
"Pajarito, Paya, Pisba, Labranzagrande, La Salina, Nunchía, Pore, Sácama, Támara","CO15518,CO15533,CO15550,CO68377,CO85136,CO85225,CO85263,CO85315,CO85400,","Boyacá,Santander,Casanare,","CO15,CO68,CO85",Colombia,CO,6,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,34661,18574,16087,0.756,0.773,0.737,Yes,Medium,
"Maní, Orocué, San Luis de Palenque, Trinidad","CO85139,CO85230,CO85325,CO85430",Casanare,CO85,Colombia,CO,6,Spanish,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.000,0.000,34444,18190,16254,0.795,0.797,0.793,Yes,Medium,
"Hato Corozal, Paz de Ariporo","CO85125,CO85250","Casanare,Casanare","CO85,CO85",Colombia,CO,6,Spanish,0.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.991,0.000,0.000,0.000,0.000,0.032,34410,17738,16673,0.808,0.808,0.809,Yes,Medium,
"Chiscas, Cubará, Güicán, Panqueba, San Mateo, Boavita, Covarachía, El Espino, Guacamayas, Soatá, Tipacoque","CO15180,CO15223,CO68327,CO15522,CO15673,CO15097,CO15218,CO15248,CO15317,CO15753,CO15810","Santander,Boyacá","CO68,CO15",Colombia,CO,5,Spanish,0.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.959,0.000,0.000,0.000,0.000,0.048,50140,25007,25134,0.753,0.750,0.755,Yes,Medium,
"Paz de Río, Betéitiva, Corrales, Floresta, Gameza, Busbanzá, Socha, Tasco","CO15537,CO15092,CO15215,CO15276,CO68298,CO15114,CO15757,CO15790","Santander,Boyacá","CO68,CO15",Colombia,CO,5,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32888,16030,16858,0.853,0.868,0.838,Yes,Medium,
"Nuevo Colón, Ramiriquí, Boyacá, Ciénega, Jenesano","CO15494,CO15599,CO15104,CO15189,CO15367",Boyacá,CO15,Colombia,CO,4,Spanish,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,32613,16109,16505,0.806,0.827,0.786,Yes,Medium,
